3,6
3,7
3,16
3,9
3,10
3,12
3,11
3,13
3,17
3,8
3,18
3,14
20,31
20,35
20,36
20,28
20,26
20,23
20,27
20,25
20,30
20,29
20,24
20,32
20,34
20,33
20,37
20,38
41,90
41,140
41,175
41,237
41,234
41,243
41,245
41,255
41,256
41,187
41,275
41,260
41,547
41,272
41,500
41,299
41,294
41,293
41,290
41,284
41,298
41,159
41,286
41,366
41,361
41,359
41,358
41,342
41,333
41,331
41,317
41,307
41,306
41,303
41,302
41,295
41,103
41,195
41,292
41,139
41,291
41,205
41,247
41,282
41,280
41,179
41,236
41,304
41,287
41,78
41,186
41,262
41,196
41,301
41,253
41,244
41,184
41,264
41,281
41,268
41,289
41,309
41,305
41,327
41,130
41,326
41,218
41,313
41,335
41,337
41,336
41,343
41,321
41,345
41,347
41,360
41,324
41,351
41,356
41,364
41,365
41,431
41,430
41,420
41,409
41,405
41,403
41,402
41,395
41,382
41,377
41,378
41,214
41,373
41,191
41,352
41,248
41,385
41,348
41,135
41,396
41,388
41,391
41,338
41,413
41,407
41,411
41,344
41,410
41,386
41,372
41,169
41,412
41,400
41,96
41,367
41,422
41,267
41,200
41,77
41,258
41,394
41,414
41,384
41,393
41,277
41,392
41,346
41,423
41,415
41,47
41,376
41,354
41,426
41,278
41,71
41,148
41,368
41,311
41,133
41,56
41,387
41,168
41,210
41,340
41,381
41,215
41,297
41,401
41,239
41,174
41,330
41,421
41,350
41,199
41,399
41,417
41,428
41,418
41,427
41,390
41,141
41,249
41,439
41,369
41,274
41,438
41,231
41,440
41,476
41,464
41,463
41,460
41,446
41,443
41,204
41,471
41,433
41,288
41,445
41,441
41,572
41,455
41,251
41,448
41,432
41,370
41,450
41,472
41,467
41,349
41,322
41,469
41,434
41,470
41,465
41,462
41,458
41,457
41,468
41,477
41,442
41,453
41,227
41,425
41,479
41,452
41,480
41,353
41,226
41,485
41,486
41,459
41,451
41,444
41,165
41,362
41,487
41,496
41,491
41,492
41,499
41,537
41,521
41,516
41,514
41,512
41,513
41,507
41,504
41,503
41,502
41,498
41,517
41,429
41,489
41,501
41,509
41,482
41,363
41,519
41,497
41,201
41,250
41,355
41,437
41,528
41,266
41,129
41,524
41,520
41,408
41,190
41,525
41,510
41,296
41,505
41,454
41,518
41,508
41,526
41,527
41,616
41,611
41,607
41,592
41,590
41,584
41,585
41,571
41,569
41,566
41,563
41,560
41,548
41,546
41,544
41,543
41,541
41,540
41,539
41,533
41,536
41,556
41,534
41,624
41,554
41,83
41,522
41,506
41,550
41,312
41,542
41,157
41,494
41,481
41,558
41,530
41,531
41,532
41,380
41,89
41,549
41,259
41,555
41,357
41,106
41,553
41,559
41,545
41,535
41,328
41,538
41,568
41,283
41,495
41,579
41,576
41,128
41,581
41,582
41,193
41,223
41,594
41,173
41,638
41,601
41,599
41,613
41,588
41,608
41,610
41,609
41,612
41,586
41,64
41,627
41,583
41,216
41,596
41,383
41,632
41,69
41,573
41,619
41,597
41,620
41,379
41,72
41,605
41,51
41,604
41,575
41,630
41,595
41,589
41,67
41,606
41,631
41,602
41,593
41,475
41,238
41,456
41,626
41,578
41,629
41,587
41,622
41,142
41,625
41,635
41,225
41,552
41,577
41,614
41,515
41,308
41,488
41,600
41,615
41,325
41,478
41,636
41,603
41,167
41,127
41,618
41,591
41,628
41,551
41,228
41,637
41,633
41,580
41,650
41,639
41,565
41,640
41,435
41,643
41,493
41,642
41,641
41,645
41,646
41,45
41,649
41,648
41,320
41,561
41,652
41,644
41,653
41,701
41,698
41,694
41,690
41,663
41,662
41,660
41,655
41,654
41,233
41,564
41,661
41,672
41,666
41,686
41,688
41,685
41,681
41,679
41,678
41,673
41,671
41,670
41,667
41,668
41,691
41,697
41,696
41,316
41,699
41,647
41,146
41,689
41,677
41,664
41,659
41,683
41,680
41,903
41,682
41,634
41,657
41,669
41,692
41,695
41,658
41,684
41,700
41,562
41,665
41,676
41,68
41,702
41,523
41,111
41,693
41,675
41,46
41,271
41,674
703,709
714,716
718,722
718,736
718,735
718,734
718,730
718,711
718,729
718,717
718,728
718,727
718,725
718,726
718,733
718,731
718,38
718,534
718,564
718,608
718,556
718,716
718,732
737,716
739,750
739,752
739,754
739,753
739,761
739,776
739,772
739,755
739,774
739,773
739,767
739,779
739,775
739,778
739,777
739,786
739,785
739,787
739,794
739,819
739,831
739,823
739,839
739,842
739,844
739,845
739,888
739,908
739,910
739,904
739,925
739,918
739,927
739,915
739,932
739,938
739,940
739,944
739,943
739,822
739,941
739,942
739,948
739,556
739,986
739,1000
739,999
739,996
739,995
739,994
739,993
739,992
739,991
739,990
739,989
739,985
739,988
739,987
739,998
739,665
739,956
739,769
739,907
739,808
739,982
739,749
739,782
739,828
739,692
957,61
957,564
957,534
957,556
957,892
957,739
468,343
468,891
468,820
468,289
468,459
468,475
468,471
468,41
468,692
468,978
468,807
468,822
468,943
468,517
468,456
468,409
468,794
468,942
468,11
468,9
468,228
468,903
468,478
468,556
468,729
468,983
468,507
468,749
468,8
585,379
585,404
585,122
585,441
585,794
585,561
585,644
585,547
585,325
585,238
585,669
585,455
585,674
585,41
585,615
585,495
585,51
585,564
585,128
585,559
585,46
585,282
585,243
585,354
585,14
585,357
585,665
585,588
585,534
782,739
782,534
782,760
782,917
782,956
782,819
782,823
782,14
126,568
126,17
126,689
126,700
126,41
126,175
126,697
126,4
126,11
126,13
126,300
126,8
126,732
126,9
126,6
126,5
126,14
126,562
513,107
513,455
513,8
513,41
513,342
513,585
513,5
513,293
513,716
513,243
513,517
513,942
513,354
513,794
513,9
513,648
513,1000
513,409
513,471
513,619
513,779
513,573
513,960
513,556
513,729
513,608
513,588
513,150
337,612
337,589
337,311
337,552
337,425
337,106
337,578
337,593
337,493
337,287
337,139
337,625
337,283
337,250
337,528
337,228
337,536
337,178
337,418
337,692
337,488
337,642
337,324
337,520
337,599
337,363
337,78
337,41
337,640
337,505
337,515
337,325
337,510
337,304
337,535
337,214
337,482
337,131
337,203
337,359
337,680
337,668
337,258
337,361
345,801
345,851
345,356
345,550
345,41
345,499
345,615
345,778
345,366
345,586
345,342
345,614
345,536
345,446
345,697
345,617
345,409
345,476
345,598
345,282
345,396
345,475
345,521
345,716
762,235
762,739
762,37
762,534
762,8
762,626
762,343
762,754
638,107
638,222
638,643
638,243
638,601
638,641
638,656
638,41
638,72
638,623
638,339
638,272
638,547
638,672
638,38
638,731
638,716
638,556
638,534
638,608
638,564
759,739
759,760
759,672
759,14
791,13
791,739
791,14
791,760
791,787
791,716
791,339
699,63
699,455
699,99
699,408
699,90
699,678
699,548
699,332
699,98
699,122
699,143
699,493
699,320
699,198
699,206
699,528
699,256
699,488
699,322
699,658
699,449
699,560
699,590
699,363
699,677
699,601
699,505
699,616
699,654
699,744
699,656
699,41
699,324
699,325
699,238
699,682
699,201
699,615
699,250
699,482
699,559
699,430
699,68
699,111
699,586
699,394
699,200
699,272
699,551
699,148
699,498
699,558
699,426
699,385
699,578
699,440
699,633
699,223
699,659
699,283
699,602
699,231
699,165
699,632
699,141
699,100
699,425
699,595
699,485
699,630
699,67
699,372
699,521
699,390
699,492
699,676
699,226
699,353
699,631
699,589
699,606
699,452
699,423
699,523
699,369
699,246
699,357
699,672
699,564
699,173
699,673
699,46
699,610
699,608
699,534
699,553
699,453
699,243
699,362
699,495
699,386
699,565
699,205
699,348
699,689
699,407
699,903
699,637
699,379
699,644
699,694
699,547
699,665
699,556
757,739
757,762
361,608
361,564
361,534
361,556
361,560
361,299
361,339
361,732
361,37
361,644
361,322
361,41
361,507
361,647
361,553
361,659
361,559
361,535
361,545
409,53
409,252
409,616
409,405
409,883
409,760
409,332
409,175
409,160
409,158
409,211
409,43
409,758
409,454
409,750
409,451
409,568
409,724
409,163
409,220
409,382
409,719
409,37
409,300
409,406
409,541
409,744
409,373
409,41
409,65
409,293
409,345
409,476
409,843
409,636
409,702
409,651
409,521
409,550
409,688
409,589
409,989
409,321
409,11
409,927
409,692
409,67
409,38
409,447
409,630
409,106
409,741
409,379
409,991
409,110
409,443
409,14
409,808
409,517
409,726
409,662
409,468
409,547
409,626
409,573
409,5
409,979
409,946
409,851
409,753
409,680
409,534
409,732
409,801
409,910
409,152
409,419
409,673
409,243
409,375
409,653
409,281
409,432
409,16
409,478
409,936
409,397
409,187
409,860
409,666
409,849
409,918
409,339
409,987
409,9
409,8
409,548
409,648
409,466
409,57
409,557
409,137
409,848
409,13
409,607
409,701
409,608
409,513
409,976
409,824
409,343
409,1000
409,812
409,942
409,697
409,446
409,556
409,17
409,825
409,681
409,794
409,729
534,43
534,73
534,66
534,311
534,179
534,85
534,101
534,403
534,719
534,86
534,477
534,209
534,92
534,69
534,343
534,107
534,725
534,561
534,284
534,313
534,480
534,41
534,640
534,93
534,698
534,322
534,638
534,218
534,178
534,664
534,753
534,826
534,623
534,354
534,645
534,349
534,427
534,643
534,466
534,688
534,775
534,325
534,161
534,860
534,128
534,683
534,376
534,693
534,339
534,675
534,486
534,90
534,145
534,550
534,782
534,879
534,615
534,439
534,424
534,428
534,576
534,285
534,732
534,286
534,822
534,289
534,165
534,741
534,762
534,945
534,919
534,624
534,950
534,342
534,961
534,607
534,559
534,77
534,523
534,583
534,280
534,669
534,631
534,637
534,915
534,429
534,635
534,707
534,187
534,268
534,699
534,689
534,384
534,418
534,392
534,596
534,834
534,72
534,680
534,569
534,292
534,46
534,913
534,362
534,379
534,249
534,541
534,629
534,998
534,423
534,432
534,326
534,381
534,407
534,810
534,633
534,572
534,186
534,702
534,321
534,971
534,936
534,555
534,323
534,173
534,309
534,56
534,344
534,340
534,547
534,700
534,320
534,171
534,151
534,581
534,204
534,410
534,548
534,976
534,282
534,288
534,694
534,672
534,670
534,455
534,164
534,797
534,610
534,306
534,978
534,168
534,678
534,50
534,157
534,205
534,517
534,443
534,409
534,243
534,441
534,658
534,255
534,433
534,729
534,697
534,720
534,314
534,648
534,585
534,573
534,57
534,471
534,522
534,9
534,533
534,932
534,450
534,303
534,442
534,38
534,120
534,557
534,586
534,848
534,609
534,619
534,626
534,582
534,665
534,575
534,147
534,388
534,634
534,554
534,68
534,903
534,925
534,416
534,422
534,564
534,272
534,608
534,45
534,556
698,940
698,841
698,17
698,810
698,697
698,41
698,339
698,732
698,731
698,38
698,37
698,556
698,534
698,608
698,716
2,1
4,3
4,126
5,3
5,126
5,409
6,3
6,126
7,3
8,3
8,468
8,126
8,513
8,762
9,3
9,468
9,126
9,513
9,534
10,3
11,3
11,468
11,126
11,409
12,3
13,3
13,126
13,791
14,3
14,585
14,782
14,126
14,759
14,791
14,409
15,3
16,3
16,409
17,3
17,126
17,513
17,757
17,698
18,3
19,3
21,20
22,20
23,20
24,20
25,20
26,20
27,20
28,20
29,20
30,20
31,20
32,20
33,20
34,20
35,20
36,20
36,534
37,20
37,762
37,361
37,409
38,20
38,718
38,638
38,361
38,409
38,534
38,698
39,20
40,20
42,41
42,585
42,409
43,41
43,534
44,41
45,41
45,534
46,41
46,585
46,699
46,534
47,41
48,41
48,534
49,41
50,41
50,585
50,699
50,534
51,41
51,585
52,41
53,41
54,41
55,41
56,41
57,41
57,534
58,41
59,41
60,41
60,513
61,41
61,957
61,638
62,41
62,409
63,41
63,699
64,41
65,41
65,409
66,41
66,534
67,41
67,699
67,409
68,41
68,699
68,534
69,41
69,534
70,41
71,41
72,41
72,638
73,41
73,534
74,41
75,41
76,41
77,41
77,534
78,41
79,41
80,41
81,41
82,41
83,41
84,41
85,41
85,534
86,41
86,534
87,41
87,468
87,534
88,41
89,41
89,361
90,41
90,699
90,534
91,41
92,41
92,534
93,41
94,41
95,41
95,513
96,41
97,41
98,41
98,699
99,41
99,699
100,41
100,699
101,41
101,534
102,41
103,41
104,41
105,41
106,41
106,337
106,409
107,41
107,513
107,638
107,534
108,41
109,41
110,41
110,409
111,41
111,699
112,41
112,638
113,41
114,41
115,41
115,337
116,41
117,41
118,41
119,41
120,41
120,534
121,41
122,41
122,585
122,699
122,361
123,41
124,41
125,41
127,41
128,41
128,585
129,41
130,41
131,41
132,41
133,41
134,41
135,41
136,41
137,41
138,41
138,361
139,41
139,337
140,41
141,41
141,699
142,41
143,41
143,699
144,41
144,699
145,41
146,41
147,41
147,534
148,41
149,41
150,41
150,513
151,41
151,534
152,41
152,361
152,409
153,41
154,41
154,361
155,41
156,41
156,638
157,41
157,534
158,41
159,41
160,41
160,699
160,409
161,41
161,345
161,534
162,41
163,41
163,409
164,41
165,41
166,41
167,41
168,41
168,534
169,41
170,41
170,699
171,41
171,534
172,41
173,41
173,534
174,41
175,41
175,126
176,41
177,41
178,41
178,534
179,41
180,41
181,41
182,41
183,41
184,41
185,41
186,41
186,534
187,41
187,409
188,41
189,41
190,41
191,41
192,41
192,534
193,41
194,41
195,41
196,41
197,41
198,41
198,699
199,41
200,41
200,699
201,41
201,699
202,41
203,41
203,337
204,41
205,41
205,534
206,41
206,699
207,41
208,41
209,41
209,534
210,41
211,41
211,345
211,409
212,41
213,41
214,41
214,337
214,534
215,41
216,41
217,41
217,345
218,41
218,534
219,41
220,41
220,409
221,41
221,534
222,41
222,638
222,534
223,41
223,699
224,41
225,41
226,41
227,41
228,41
228,585
229,41
230,41
230,534
231,41
231,699
232,41
233,41
234,41
234,534
235,41
235,345
236,41
237,41
238,41
238,585
238,699
238,534
239,41
240,41
240,534
241,41
242,41
243,41
243,513
243,638
243,699
243,409
243,534
244,41
245,41
245,534
246,41
246,699
247,41
248,41
249,41
249,534
250,41
251,41
252,41
253,41
254,41
255,41
255,534
256,41
256,534
257,41
258,41
258,534
259,41
260,41
260,534
261,41
262,41
263,41
264,41
265,41
266,41
267,41
268,41
268,534
269,41
270,41
271,41
272,41
272,638
272,699
272,534
273,41
274,41
274,585
275,41
276,41
276,534
277,41
278,41
279,41
280,41
281,41
281,409
282,41
282,585
282,345
282,534
283,41
283,699
284,41
284,534
285,41
286,41
286,534
287,41
287,337
288,41
288,534
289,41
290,41
291,41
292,41
292,534
293,41
293,513
293,409
294,41
295,41
296,41
297,41
298,41
299,41
300,41
301,41
302,41
303,41
303,534
304,41
305,41
306,41
306,534
307,41
308,41
309,41
310,41
311,41
312,41
313,41
313,534
314,41
314,534
315,41
316,41
317,41
318,41
319,41
320,41
321,41
321,409
321,534
322,41
322,699
322,534
323,41
324,41
324,699
325,41
325,585
325,337
325,699
325,534
326,41
326,534
327,41
328,41
329,41
329,534
330,41
331,41
331,585
331,361
332,41
332,585
332,699
332,361
332,534
333,41
334,41
335,41
336,41
338,41
339,41
339,638
339,791
339,361
339,534
339,698
340,41
340,534
341,41
342,41
342,513
342,345
342,534
343,41
343,468
343,534
344,41
344,534
346,41
347,41
348,41
349,41
349,534
350,41
351,41
352,41
353,41
353,699
354,41
354,585
354,513
354,534
355,41
356,41
356,345
357,41
357,739
357,585
357,699
357,534
358,41
359,41
359,534
360,41
362,41
362,699
363,41
363,699
364,41
365,41
366,41
366,345
367,41
368,41
369,41
369,699
370,41
371,41
372,41
372,699
373,41
373,409
374,41
375,41
375,409
376,41
376,534
377,41
378,41
379,41
379,699
379,409
380,41
381,41
382,41
382,534
383,41
384,41
384,534
385,41
386,41
387,41
388,41
